tf,confidence,target,mor,likelihood
Tfe3,E,Stard13,1,1
Tfe3,E,Stard3,1,1
Tfe3,E,Stard3nl,1,1
Tfe3,E,Stat3,1,1
Tfe3,E,Stat5a,1,1
Tfe3,E,Stat5b,1,1
Tfe3,E,Stat6,1,1
Tfe3,E,Stip1,1,1
Tfe3,E,Stk10,1,1
Tfe3,E,Stk17b,1,1
Tfe3,E,Stk3,1,1
Tfe3,E,Stk31,1,1
Tfe3,E,Stk33,1,1
Tfe3,E,Stk40,1,1
Tfe3,E,Stmn1,1,1
Tfe3,E,Stom,1,1
Tfe3,E,Strn4,1,1
Tfe3,E,Stx11,1,1
Tfe3,E,Stx1a,1,1
Tfe3,E,Stx4a,1,1
Tfe3,E,Stx5a,1,1
Tfe3,E,Stx6,1,1
Tfe3,E,Stxbp1,1,1
Tfe3,E,Sub1,1,1
Tfe3,E,Sumf1,1,1
Tfe3,E,Supt16,1,1
Tfe3,E,Supv3l1,1,1
Tfe3,E,Surf4,1,1
Tfe3,E,Syde1,1,1
Tfe3,E,Syngap1,1,1
Tfe3,E,Synpo,1,1
Tfe3,E,Szrd1,1,1
Tfe3,E,Tada1,1,1
Tfe3,E,Taf6,1,1
Tfe3,E,Taf6l,1,1
Tfe3,E,Taf8,1,1
Tfe3,E,Tagln2,1,1
Tfe3,E,Tap1,1,1
Tfe3,E,Tapbp,1,1
Tfe3,E,Tapbpl,1,1
Tfe3,E,Tarbp1,1,1
Tfe3,E,Tatdn2,1,1
Tfe3,E,Tbc1d1,1,1
Tfe3,E,Tbc1d10b,1,1
Tfe3,E,Tbc1d16,1,1
Tfe3,E,Tbc1d20,1,1
Tfe3,E,Tbc1d25,1,1
Tfe3,E,Tbcb,1,1
Tfe3,E,Tbkbp1,1,1
Tfe3,E,Tceal1,1,1
Tfe3,E,Tceal6,1,1
Tfe3,E,Tceal3,1,1
Tfe3,E,Tceal8,1,1
Tfe3,E,Tcf7l1,1,1
Tfe3,E,Tcn2,1,1
Tfe3,E,Tcof1,1,1
Tfe3,E,Tead2,1,1
Tfe3,E,Tead3,1,1
Tfe3,E,Tead4,1,1
Tfe3,E,Tep1,1,1
Tfe3,E,Tesk1,1,1
Tfe3,E,Tex12,1,1
Tfe3,E,Tgfb1i1,1,1
Tfe3,E,Thap11,1,1
Tfe3,E,Thnsl1,1,1
Tfe3,E,Thop1,1,1
Tfe3,E,Timm13,1,1
Tfe3,E,Timp1,1,1
Tfe3,E,Tkt,1,1
Tfe3,E,Tktl2,1,1
Tfe3,E,Tlcd2,1,1
Tfe3,E,Tle3,1,1
Tfe3,E,Tln1,1,1
Tfe3,E,Tm9sf1,1,1
Tfe3,E,Tm9sf4,1,1
Tfe3,E,Tmbim1,1,1
Tfe3,E,Tmc6,1,1
Tfe3,E,Tmem109,1,1
Tfe3,E,Tmem116,1,1
Tfe3,E,Tmem117,1,1
Tfe3,E,Tmem150a,1,1
Tfe3,E,Tmem184b,1,1
Tfe3,E,Tmem189,1,1
Tfe3,E,Tmem204,1,1
Tfe3,E,Tmem214,1,1
Tfe3,E,Tmem258,1,1
Tfe3,E,Tmem43,1,1
Tfe3,E,Tmem80,1,1
Tfe3,E,Tmem8,1,1
Tfe3,E,Tnfaip3,1,1
Tfe3,E,Tnfrsf14,1,1
Tfe3,E,Tnfrsf1a,1,1
Tfe3,E,Tnfrsf1b,1,1
Tfe3,E,Tnip1,1,1
Tfe3,E,Tnip2,1,1
Tfe3,E,Tnks1bp1,1,1
Tfe3,E,Tnpo2,1,1
Tfe3,E,Tns2,1,1
Tfe3,E,Tom1l2,1,1
Tfe3,E,Tomm40l,1,1
Tfe3,E,Top1mt,1,1
Tfe3,E,Tpbg,1,1
Tfe3,E,Tpd52l2,1,1
Tfe3,E,Tpm4,1,1
Tfe3,E,Tpp1,1,1
Tfe3,E,Tpra1,1,1
Tfe3,E,Tpst1,1,1
Tfe3,E,Tpte,1,1
Tfe3,E,Traf7,1,1
Tfe3,E,Tram2,1,1
Tfe3,E,Trappc2l,1,1
Tfe3,E,Trappc3,1,1
Tfe3,E,Trappc5,1,1
Tfe3,E,Trappc8,1,1
Tfe3,E,Trim16,1,1
Tfe3,E,Trim55,1,1
Tfe3,E,Trim56,1,1
Tfe3,E,Trim8,1,1
Tfe3,E,Trio,1,1
Tfe3,E,Trip10,1,1
Tfe3,E,Trip6,1,1
Tfe3,E,Trpm7,1,1
Tfe3,E,Trub2,1,1
Tfe3,E,Tsc1,1,1
Tfe3,E,Tsc2,1,1
Tfe3,E,Tsc22d2,1,1
Tfe3,E,Tsen2,1,1
Tfe3,E,Tshz3,1,1
Tfe3,E,Tspan17,1,1
Tfe3,E,Tsr3,1,1
Tfe3,E,Tssc4,1,1
Tfe3,E,Ttc37,1,1
Tfe3,E,Ttyh3,1,1
Tfe3,E,Tubb5,1,1
Tfe3,E,Tulp3,1,1
Tfe3,E,Twist2,1,1
Tfe3,E,Txlna,1,1
Tfe3,E,Txlng,1,1
Tfe3,E,Txnrd1,1,1
Tfe3,E,Tyro3,1,1
Tfe3,E,U2af2,1,1
Tfe3,E,U2surp,1,1
Tfe3,E,Uba1,1,1
Tfe3,E,Ubap1,1,1
Tfe3,E,Ubap2,1,1
Tfe3,E,Ubap2l,1,1
Tfe3,E,Ube2b,1,1
Tfe3,E,Ube2d3,1,1
Tfe3,E,Ube2e2,1,1
Tfe3,E,Ube2g2,1,1
Tfe3,E,Ube2i,1,1
Tfe3,E,Ube2l6,1,1
Tfe3,E,Ube2q1,1,1
Tfe3,E,Ube2v2,1,1
Tfe3,E,Ube2z,1,1
Tfe3,E,Ube4b,1,1
Tfe3,E,Ubfd1,1,1
Tfe3,E,Ubn1,1,1
Tfe3,E,Ubqln4,1,1
Tfe3,E,Ubtd1,1,1
Tfe3,E,Ubxn6,1,1
Tfe3,E,Ugt1a1,1,1
Tfe3,E,Uhrf2,1,1
Tfe3,E,Unc45a,1,1
Tfe3,E,Uqcrc2,1,1
Tfe3,E,Usb1,1,1
Tfe3,E,Ushbp1,1,1
Tfe3,E,Usp28,1,1
Tfe3,E,Usp31,1,1
Tfe3,E,Usp32,1,1
Tfe3,E,Usp35,1,1
Tfe3,E,Usp42,1,1
Tfe3,E,Vamp5,1,1
Tfe3,E,Vapa,1,1
Tfe3,E,Vasp,1,1
Tfe3,E,Vps11,1,1
Tfe3,E,Vps16,1,1
Tfe3,E,Vps26a,1,1
Tfe3,E,Vps33a,1,1
Tfe3,E,Washc2,1,1
Tfe3,E,Wbp1l,1,1
Tfe3,E,Wbp2,1,1
Tfe3,E,Wdr1,1,1
Tfe3,E,Wdr27,1,1
Tfe3,E,Wdr37,1,1
Tfe3,E,Wdr81,1,1
Tfe3,E,Wdr90,1,1
Tfe3,E,Wfikkn1,1,1
Tfe3,E,Wipf2,1,1
Tfe3,E,Wiz,1,1
Tfe3,E,Wsb1,1,1
Tfe3,E,Wwp2,1,1
Tfe3,E,Wwtr1,1,1
Tfe3,E,Xkr9,1,1
Tfe3,E,Xpo6,1,1
Tfe3,E,Xylt1,1,1
Tfe3,E,Ybx2,1,1
Tfe3,E,Yipf1,1,1
Tfe3,E,Ykt6,1,1
Tfe3,E,Ywhag,1,1
Tfe3,E,Ywhah,1,1
Tfe3,E,Zbtb40,1,1
Tfe3,E,Zfp651,1,1
Tfe3,E,Zbtb7a,1,1
Tfe3,E,Zbtb7b,1,1
Tfe3,E,Zbtb8os,1,1
Tfe3,E,Zc3h11a,1,1
Tfe3,E,Zc3h18,1,1
Tfe3,E,Zc3h7b,1,1
Tfe3,E,Zcchc24,1,1
Tfe3,E,Zdhhc11,1,1
Tfe3,E,Zdhhc18,1,1
Tfe3,E,Zdhhc7,1,1
Tfe3,E,Zdhhc9,1,1
Tfe3,E,Zfand3,1,1
Tfe3,E,Zfp92,1,1
Tfe3,E,Zfyve26,1,1
Tfe3,E,Zfyve27,1,1
Tfe3,E,Zfp143,1,1
Tfe3,E,Zfp292,1,1
Tfe3,E,Zfp317,1,1
Tfe3,E,Zfp330,1,1
Tfe3,E,Zfp512,1,1
Tfe3,E,Zfp711,1,1
Tfe3,E,Znfx1,1,1
Tfe3,E,Zscan10,1,1
Tfe3,E,Zyx,1,1
Tfeb,E,Abhd8,1,1
Tfeb,E,Ablim2,1,1
Tfeb,E,Acd,1,1
Tfeb,E,Ace2,1,1
Tfeb,E,Acox1,1,1
Tfeb,E,Acsf2,1,1
Tfeb,E,Adam8,1,1
Tfeb,E,Adap1,1,1
Tfeb,E,Aes,1,1
Tfeb,E,Aff4,1,1
Tfeb,E,Agap3,1,1
Tfeb,E,Agtrap,1,1
Tfeb,E,Ahdc1,1,1
Tfeb,E,Aida,1,1
Tfeb,E,Aip,1,1
Tfeb,E,Akap10,1,1
Tfeb,E,Akap12,1,1
Tfeb,E,Akap8l,1,1
Tfeb,E,Aldh6a1,1,1
Tfeb,E,Alg1,1,1
Tfeb,E,Alkbh5,1,1
Tfeb,E,Amdhd2,1,1
Tfeb,E,Angptl2,1,1
Tfeb,E,Ankrd13d,1,1
Tfeb,E,Ankrd54,1,1
Tfeb,E,Ankrd61,1,1
Tfeb,E,Anln,1,1
Tfeb,E,Ap1s2,1,1
Tfeb,E,Ap4m1,1,1
Tfeb,E,Apba3,1,1
Tfeb,E,Apbb1,1,1
Tfeb,E,Apbb3,1,1
Tfeb,E,Apc,1,1
Tfeb,E,Apex1,1,1
Tfeb,E,Arap1,1,1
Tfeb,E,Arfgef2,1,1
Tfeb,E,Arhgap45,1,1
Tfeb,E,Arhgap6,1,1
Tfeb,E,Arhgap9,1,1
Tfeb,E,Arhgef1,1,1
Tfeb,E,Arhgef10l,1,1
Tfeb,E,Arhgef17,1,1
Tfeb,E,Arl8a,1,1
Tfeb,E,Armcx2,1,1
Tfeb,E,Armcx3,1,1
Tfeb,E,Armcx4,1,1
Tfeb,E,Armcx6,1,1
Tfeb,E,Arpc5,1,1
Tfeb,E,Arrdc1,1,1
Tfeb,E,Arvcf,1,1
Tfeb,E,Atn1,1,1
Tfeb,E,Atp1a1,1,1
Tfeb,E,Atp2c2,1,1
Tfeb,E,Atp6v0a1,1,1
Tfeb,E,Atp6v1g1,1,1
Tfeb,E,Atp6v1h,1,1
Tfeb,E,Atp7a,1,1
Tfeb,E,Atxn1l,1,1
Tfeb,E,Axin1,1,1
Tfeb,E,Azi2,1,1
Tfeb,E,Azin2,1,1
Tfeb,E,B4galnt3,1,1
Tfeb,E,Banp,1,1
Tfeb,E,Bax,1,1
Tfeb,E,Bcar1,1,1
Tfeb,E,Bcl7c,1,1
Tfeb,E,Bcorl1,1,1
Tfeb,E,Bdnf,1,1
Tfeb,E,Bex1,1,1
Tfeb,E,Bex2,1,1
Tfeb,E,Bex3,1,1
Tfeb,E,Bex6,1,1
Tfeb,E,Bex4,1,1
Tfeb,E,Bloc1s1,1,1
Tfeb,E,Bmi1,1,1
Tfeb,E,Borcs6,1,1
Tfeb,E,Bptf,1,1
Tfeb,E,Brd2,1,1
Tfeb,E,Brdt,1,1
Tfeb,E,Brf1,1,1
Tfeb,E,Bri3,1,1
Tfeb,E,Brox,1,1
Tfeb,E,Bsg,1,1
Tfeb,E,Btbd2,1,1
Tfeb,E,Btbd7,1,1
Tfeb,E,AI837181,1,1
Tfeb,E,1190007I07Rik,1,1
Tfeb,E,4931414P19Rik,1,1
Tfeb,E,1700017B05Rik,1,1
Tfeb,E,1810013L24Rik,1,1
Tfeb,E,2310022A10Rik,1,1
Tfeb,E,BC024978,1,1
Tfeb,E,4933434E20Rik,1,1
Tfeb,E,C1qtnf2,1,1
Tfeb,E,1700029J07Rik,1,1
Tfeb,E,AW549877,1,1
Tfeb,E,3110082I17Rik,1,1
Tfeb,E,1700007K13Rik,1,1
Tfeb,E,Cabin1,1,1
Tfeb,E,Cacna1b,1,1
Tfeb,E,Cacna2d4,1,1
Tfeb,E,Camk1,1,1
Tfeb,E,Camkk1,1,1
Tfeb,E,Camta2,1,1
Tfeb,E,Capn10,1,1
Tfeb,E,Capn7,1,1
Tfeb,E,Card19,1,1
Tfeb,E,Caskin2,1,1
Tfeb,E,Catsperd,1,1
Tfeb,E,Cbarp,1,1
Tfeb,E,Cbx5,1,1
Tfeb,E,Cbx6,1,1
Tfeb,E,Cc2d1a,1,1
Tfeb,E,Ccar1,1,1
Tfeb,E,Ccdc106,1,1
Tfeb,E,Ccdc151,1,1
Tfeb,E,Ccdc22,1,1
Tfeb,E,Ccdc28b,1,1
Tfeb,E,Ccdc92,1,1
Tfeb,E,Ccm2,1,1
Tfeb,E,Ccnd3,1,1
Tfeb,E,Ccnt1,1,1
Tfeb,E,Cd164,1,1
Tfeb,E,Cd320,1,1
Tfeb,E,Cdc34b,1,1
Tfeb,E,Cdc34,1,1
Tfeb,E,Cdc42ep1,1,1
Tfeb,E,Cdc42ep5,1,1
Tfeb,E,Cdh23,1,1
Tfeb,E,Cdk20,1,1
Tfeb,E,Cdk7,1,1
Tfeb,E,Cdkl3,1,1
Tfeb,E,Cdr2l,1,1
Tfeb,E,Psg17,1,1
Tfeb,E,Ceacam5,1,1
Tfeb,E,Psg29,1,1
Tfeb,E,Ceacam13,1,1
Tfeb,E,Psg23,1,1
Tfeb,E,Ceacam12,1,1
Tfeb,E,Psg26,1,1
Tfeb,E,Psg25,1,1
Tfeb,E,Ceacam14,1,1
Tfeb,E,Psg18,1,1
Tfeb,E,Ceacam3,1,1
Tfeb,E,Psg19,1,1
Tfeb,E,Psg27,1,1
Tfeb,E,Psg20,1,1
Tfeb,E,Psg28,1,1
Tfeb,E,Ceacam11,1,1
Tfeb,E,Psg16,1,1
Tfeb,E,Psg22,1,1
Tfeb,E,Psg21,1,1
Tfeb,E,Celf6,1,1
Tfeb,E,Cep162,1,1
Tfeb,E,Cers4,1,1
Tfeb,E,Cfl2,1,1
Tfeb,E,Cgn,1,1
Tfeb,E,Chaf1a,1,1
Tfeb,E,Chic1,1,1
Tfeb,E,Clcn5,1,1
Tfeb,E,Clcn6,1,1
Tfeb,E,Cln3,1,1
Tfeb,E,Cnot3,1,1
Tfeb,E,Cnppd1,1,1
Tfeb,E,Cntn2,1,1
Tfeb,E,Coa7,1,1
Tfeb,E,Col18a1,1,1
Tfeb,E,Commd4,1,1
Tfeb,E,Commd8,1,1
Tfeb,E,Commd9,1,1
Tfeb,E,Comtd1,1,1
Tfeb,E,Cops7a,1,1
Tfeb,E,Coq4,1,1
Tfeb,E,Coro7,1,1
Tfeb,E,Cpne1,1,1
Tfeb,E,Crb3,1,1
Tfeb,E,Crip2,1,1
Tfeb,E,Crocc,1,1
Tfeb,E,Crtc2,1,1
Tfeb,E,Cstb,1,1
Tfeb,E,Ctsb,1,1
Tfeb,E,Ctsd,1,1
Tfeb,E,Cuedc1,1,1
Tfeb,E,Cul5,1,1
Tfeb,E,Cuta,1,1
Tfeb,E,Cx3cl1,1,1
Tfeb,E,C330007P06Rik,1,1
Tfeb,E,Cxxc5,1,1
Tfeb,E,Cyfip2,1,1
Tfeb,E,Cyp27a1,1,1
Tfeb,E,Cyth3,1,1
Tfeb,E,Dbndd2,1,1
Tfeb,E,Dbp,1,1
Tfeb,E,Dcaf15,1,1
Tfeb,E,Dck,1,1
Tfeb,E,Dctn4,1,1
Tfeb,E,Ddah2,1,1
Tfeb,E,Dennd2a,1,1
Tfeb,E,Dennd6a,1,1
Tfeb,E,Depdc1a,1,1
Tfeb,E,Depdc7,1,1
Tfeb,E,Dip2b,1,1
Tfeb,E,Dnaaf1,1,1
Tfeb,E,Dnajb12,1,1
Tfeb,E,Dnajb2,1,1
Tfeb,E,Dnajc16,1,1
Tfeb,E,Dnmt3a,1,1
Tfeb,E,Dohh,1,1
Tfeb,E,Dolk,1,1
Tfeb,E,Drc3,1,1
Tfeb,E,Dtnbp1,1,1
Tfeb,E,Dtx2,1,1
Tfeb,E,Dtx3,1,1
Tfeb,E,Dusp1,1,1
Tfeb,E,Dvl1,1,1
Tfeb,E,Dvl2,1,1
Tfeb,E,Dym,1,1
Tfeb,E,Dyrk1a,1,1
Tfeb,E,E4f1,1,1
Tfeb,E,Efemp2,1,1
Tfeb,E,Efhb,1,1
Tfeb,E,Ehmt2,1,1
Tfeb,E,Eif3b,1,1
Tfeb,E,Eif4e,1,1
Tfeb,E,Eif4g1,1,1
Tfeb,E,Emc2,1,1
Tfeb,E,Eme1,1,1
Tfeb,E,Enkd1,1,1
Tfeb,E,Ercc2,1,1
Tfeb,E,Erf,1,1
Tfeb,E,Erp29,1,1
Tfeb,E,Ethe1,1,1
Tfeb,E,Etv1,1,1
Tfeb,E,Eya2,1,1
Tfeb,E,Ezh1,1,1
Tfeb,E,Fabp9,1,1
Tfeb,E,Fam102a,1,1
Tfeb,E,Fam117a,1,1
Tfeb,E,Fam131a,1,1
Tfeb,E,Fam13a,1,1
Tfeb,E,Fam192a,1,1
Tfeb,E,Fam214a,1,1
Tfeb,E,Fam3a,1,1
Tfeb,E,Fam53b,1,1
Tfeb,E,Fam83g,1,1
Tfeb,E,Fbxl5,1,1
Tfeb,E,Fbxo17,1,1
Tfeb,E,Fbxo31,1,1
Tfeb,E,Fcgrt,1,1
Tfeb,E,Fcho1,1,1
Tfeb,E,Fdx1l,1,1
Tfeb,E,Fhod1,1,1
Tfeb,E,Fkbp8,1,1
Tfeb,E,Flcn,1,1
Tfeb,E,Flot1,1,1
Tfeb,E,Flywch2,1,1
Tfeb,E,Fmr1,1,1
Tfeb,E,Fndc3a,1,1
Tfeb,E,Foxm1,1,1
Tfeb,E,Foxo6,1,1
Tfeb,E,Foxp4,1,1
Tfeb,E,Foxred2,1,1
Tfeb,E,Frmd4a,1,1
Tfeb,E,Fut1,1,1
Tfeb,E,Fxr2,1,1
Tfeb,E,Fzr1,1,1
Tfeb,E,Gaa,1,1
Tfeb,E,Gadd45g,1,1
Tfeb,E,Galns,1,1
Tfeb,E,Gapdh,1,1
Tfeb,E,Gas7,1,1
Tfeb,E,Gatd1,1,1
Tfeb,E,Gbe1,1,1
Tfeb,E,Gdi1,1,1
Tfeb,E,Get4,1,1
Tfeb,E,Ggt7,1,1
Tfeb,E,Gh,1,1
Tfeb,E,Gigyf2,1,1
Tfeb,E,Git1,1,1
Tfeb,E,Gk,1,1
Tfeb,E,Glb1l,1,1
Tfeb,E,Glipr2,1,1
Tfeb,E,Glis2,1,1
Tfeb,E,Gmnn,1,1
Tfeb,E,Gna11,1,1
Tfeb,E,Gna13,1,1
Tfeb,E,Gnb2,1,1
Tfeb,E,Gnl3l,1,1
Tfeb,E,Gnpda1,1,1
Tfeb,E,Gnptg,1,1
Tfeb,E,Gns,1,1
Tfeb,E,Gpr176,1,1
Tfeb,E,Gprc5c,1,1
Tfeb,E,Gps2,1,1
Tfeb,E,Gpsm2,1,1
Tfeb,E,Gpsm3,1,1
Tfeb,E,Gpx1,1,1
Tfeb,E,Grhpr,1,1
Tfeb,E,Grk2,1,1
Tfeb,E,Gtf2a1,1,1
Tfeb,E,Gtf2h1,1,1
Tfeb,E,Guf1,1,1
Tfeb,E,Guk1,1,1
Tfeb,E,Haghl,1,1
Tfeb,E,Hcfc1r1,1,1
Tfeb,E,Hcfc2,1,1
Tfeb,E,Hdac4,1,1
Tfeb,E,Hdac5,1,1
Tfeb,E,Hexa,1,1
Tfeb,E,Hmg20b,1,1
Tfeb,E,Hmgn2,1,1
Tfeb,E,Hmox1,1,1
Tfeb,E,Hnrnpa3,1,1
Tfeb,E,Hnrnpd,1,1
Tfeb,E,Hnrnph2,1,1
Tfeb,E,Hnrnpm,1,1
Tfeb,E,Hoxb2,1,1
Tfeb,E,Hoxc5,1,1
Tfeb,E,Hoxd10,1,1
Tfeb,E,Hoxd11,1,1
Tfeb,E,Hpn,1,1
Tfeb,E,Hps3,1,1
Tfeb,E,Hps5,1,1
Tfeb,E,Hsf1,1,1
Tfeb,E,Hspbap1,1,1
Tfeb,E,Hspg2,1,1
Tfeb,E,Htra2,1,1
Tfeb,E,Igf2r,1,1
Tfeb,E,Il16,1,1
Tfeb,E,Ildr2,1,1
Tfeb,E,Ilf3,1,1
Tfeb,E,Ilvbl,1,1
Tfeb,E,Inafm1,1,1
Tfeb,E,Inppl1,1,1
Tfeb,E,Irf2bp1,1,1
Tfeb,E,Irf7,1,1
Tfeb,E,Jmjd8,1,1
Tfeb,E,Kat5,1,1
Tfeb,E,Kat6a,1,1
Tfeb,E,Kat8,1,1
Tfeb,E,Kcnu1,1,1
Tfeb,E,Kctd2,1,1
Tfeb,E,Kdm4c,1,1
Tfeb,E,1110008L16Rik,1,1
Tfeb,E,6430548M08Rik,1,1
Tfeb,E,D430042O09Rik,1,1
Tfeb,E,5031439G07Rik,1,1
Tfeb,E,2510039O18Rik,1,1
Tfeb,E,Kif7,1,1
Tfeb,E,Klc2,1,1
Tfeb,E,Klhl12,1,1
Tfeb,E,Klhl22,1,1
Tfeb,E,Klhl28,1,1
Tfeb,E,Krba1,1,1
Tfeb,E,Lactb2,1,1
Tfeb,E,Lamp1,1,1
Tfeb,E,Lamtor4,1,1
Tfeb,E,Lats2,1,1
Tfeb,E,Lefty1,1,1
Tfeb,E,Lefty2,1,1
Tfeb,E,Lin52,1,1
Tfeb,E,Lin7b,1,1
Tfeb,E,Lnpk,1,1
Tfeb,E,Lonp1,1,1
Tfeb,E,Lrsam1,1,1
Tfeb,E,Ltbp3,1,1
Tfeb,E,Lypd1,1,1
Tfeb,E,Lzts2,1,1
Tfeb,E,Madd,1,1
Tfeb,E,Maf1,1,1
Tfeb,E,Maff,1,1
Tfeb,E,Mafg,1,1
Tfeb,E,Map3k10,1,1
Tfeb,E,Map3k11,1,1
Tfeb,E,Map3k13,1,1
Tfeb,E,Map7d1,1,1
Tfeb,E,Mapk1,1,1
Tfeb,E,Mapk3,1,1
Tfeb,E,Mapk8ip3,1,1
Tfeb,E,Mapre2,1,1
Tfeb,E,Mapre3,1,1
Tfeb,E,Mar-08,1,1
Tfeb,E,Mar-09,1,1
Tfeb,E,Marf1,1,1
Tfeb,E,Mark2,1,1
Tfeb,E,Marveld2,1,1
Tfeb,E,Mau2,1,1
Tfeb,E,Mbd5,1,1
Tfeb,E,Mboat2,1,1
Tfeb,E,Mboat7,1,1
Tfeb,E,Mbtd1,1,1
Tfeb,E,Mcoln1,1,1
Tfeb,E,Mcrip1,1,1
Tfeb,E,Med13,1,1
Tfeb,E,Med13l,1,1
Tfeb,E,Med15,1,1
Tfeb,E,Med28,1,1
Tfeb,E,Meis3,1,1
Tfeb,E,Metap1d,1,1
Tfeb,E,Mfhas1,1,1
Tfeb,E,Mfsd4b5,1,1
Tfeb,E,Mfsd4b1,1,1
Tfeb,E,Mfsd4b4,1,1
Tfeb,E,Mfsd4b3,1,1
Tfeb,E,Mfsd4b2,1,1
Tfeb,E,Mfsd5,1,1
Tfeb,E,Mga,1,1
Tfeb,E,Mif4gd,1,1
Tfeb,E,Miga2,1,1
Tfeb,E,2210011C24Rik,1,1
Tfeb,E,Mms19,1,1
Tfeb,E,Mob2,1,1
Tfeb,E,Mob3a,1,1
Tfeb,E,Morc2a,1,1
Tfeb,E,Morc2b,1,1
Tfeb,E,Mrgbp,1,1
Tfeb,E,Mrpl27,1,1
Tfeb,E,Mrpl36,1,1
Tfeb,E,Mrps18c,1,1
Tfeb,E,Mrps2,1,1
Tfeb,E,Mta1,1,1
Tfeb,E,Mta2,1,1
Tfeb,E,Mtch2,1,1
Tfeb,E,Mtdh,1,1
Tfeb,E,Mthfr,1,1
Tfeb,E,Mtm1,1,1
Tfeb,E,Mtmr10,1,1
Tfeb,E,Mydgf,1,1
Tfeb,E,Myo9b,1,1
Tfeb,E,Mypop,1,1
Tfeb,E,Naa40,1,1
Tfeb,E,Nap1l4,1,1
Tfeb,E,Nat14,1,1
Tfeb,E,Natd1,1,1
Tfeb,E,Nbl1,1,1
Tfeb,E,Ncaph2,1,1
Tfeb,E,Nckap5l,1,1
Tfeb,E,Nckipsd,1,1
Tfeb,E,Ndufs7,1,1
Tfeb,E,Nelfb,1,1
Tfeb,E,Neu4,1,1
Tfeb,E,Nfx1,1,1
Tfeb,E,Ninj1,1,1
Tfeb,E,Nisch,1,1
Tfeb,E,Nol8,1,1
Tfeb,E,Npm2,1,1
Tfeb,E,Nptn,1,1
Tfeb,E,Npy1r,1,1
Tfeb,E,Nrf1,1,1
Tfeb,E,Nrl,1,1
Tfeb,E,Nrm,1,1
Tfeb,E,Nthl1,1,1
Tfeb,E,Ntmt1,1,1
Tfeb,E,Nudcd3,1,1
Tfeb,E,Nup188,1,1
Tfeb,E,Ogdhl,1,1
Tfeb,E,Ogfr,1,1
Tfeb,E,Osbpl1a,1,1
Tfeb,E,Osbpl8,1,1
Tfeb,E,Osgep,1,1
Tfeb,E,Pacs2,1,1
Tfeb,E,Pacsin3,1,1
Tfeb,E,Pank4,1,1
Tfeb,E,Pappa,1,1
Tfeb,E,Pard6a,1,1
Tfeb,E,Pcbp4,1,1
Tfeb,E,Pced1a,1,1
Tfeb,E,Pcgf2,1,1
Tfeb,E,Pcif1,1,1
Tfeb,E,Pdcd6ip,1,1
Tfeb,E,Pde11a,1,1
Tfeb,E,Pde9a,1,1
Tfeb,E,Pdgfb,1,1
Tfeb,E,Peli3,1,1
Tfeb,E,Pet117,1,1
Tfeb,E,Phc3,1,1
Tfeb,E,Phf1,1,1
Tfeb,E,Phf19,1,1
Tfeb,E,Phf2,1,1
Tfeb,E,Phf20l1,1,1
Tfeb,E,Phf3,1,1
Tfeb,E,Phlda3,1,1
Tfeb,E,Phrf1,1,1
Tfeb,E,Pi4ka,1,1
Tfeb,E,Pias4,1,1
Tfeb,E,Picalm,1,1
Tfeb,E,Pin1rt1,1,1
Tfeb,E,Pin1,1,1
Tfeb,E,Pip4k2c,1,1
Tfeb,E,Pip5k1a,1,1
Tfeb,E,Pkig,1,1
Tfeb,E,Pkn1,1,1
Tfeb,E,Plat,1,1
Tfeb,E,Plbd2,1,1
Tfeb,E,Plcb3,1,1
Tfeb,E,Pld3,1,1
Tfeb,E,Pld6,1,1
Tfeb,E,Plekhf1,1,1
Tfeb,E,Plekhg2,1,1
Tfeb,E,Plekhj1,1,1
Tfeb,E,Plin2,1,1
Tfeb,E,Plppr2,1,1
Tfeb,E,Pltp,1,1
Tfeb,E,Poldip3,1,1
Tfeb,E,Polm,1,1
Tfeb,E,Polr1d,1,1
Tfeb,E,Polrmt,1,1
Tfeb,E,Ppcs,1,1
Tfeb,E,Ppp1r12c,1,1
Tfeb,E,Ppp1r9b,1,1
Tfeb,E,Ppp2r2d,1,1
Tfeb,E,Ppp2r5b,1,1
Tfeb,E,Ppp5c,1,1
Tfeb,E,Ppp6r2,1,1
Tfeb,E,Ppp6r3,1,1
Tfeb,E,Prcd,1,1
Tfeb,E,Prickle3,1,1
Tfeb,E,Prkcd,1,1
Tfeb,E,Prkcsh,1,1
Tfeb,E,Prmt3,1,1
Tfeb,E,Prpf31,1,1
Tfeb,E,Prpf6,1,1
Tfeb,E,Prr14,1,1
Tfeb,E,Prrc2a,1,1
Tfeb,E,Psmb8,1,1
Tfeb,E,Ptbp1,1,1
Tfeb,E,Ptch1,1,1
Tfeb,E,Ptdss2,1,1
Tfeb,E,Ptov1,1,1
Tfeb,E,Ptprs,1,1
Tfeb,E,Pygo2,1,1
Tfeb,E,Qtrt1,1,1
Tfeb,E,Rab11fip4,1,1
Tfeb,E,Rab21,1,1
Tfeb,E,Rab24,1,1
Tfeb,E,Rab31,1,1
Tfeb,E,Rab3gap2,1,1
Tfeb,E,Rab3il1,1,1
Tfeb,E,Rab5a,1,1
Tfeb,E,Rabep2,1,1
Tfeb,E,Rad23a,1,1
Tfeb,E,Rad9a,1,1
Tfeb,E,Rai1,1,1
Tfeb,E,Raly,1,1
